4.402668768255080977e+03 7.581998849766327132e-03
8.702291228692711229e+03 9.545231714979247190e-03
1.276695311178296106e+04 1.989113267039344449e-03
1.720090168377494410e+04 1.020131573619728962e-02
2.128263827136110558e+04 9.889261207502940063e-03
2.633296208052036673e+04 3.717916986732674664e-03
2.992156217165216367e+04 3.695955242849360313e-03
3.399920905420426425e+04 3.952153016566156349e-03
3.863254898524766031e+04 2.012053002347728541e-03
4.389731063208368141e+04 4.933314633173221594e-03
4.779996890100366727e+04 5.528369710508128886e-03
5.204959014657664375e+04 6.130597505444852421e-03
5.667702085826511029e+04 4.251904698618135491e-03
5.914279763961255958e+04 3.815905846748958354e-03
6.440084477124233672e+04 5.698728798111489351e-03
7.012635473421998904e+04 3.580600975408240478e-03
7.317725498701544711e+04 3.452134479515079485e-03
7.636088696938366047e+04 4.076814963693919588e-03
8.314969572923782107e+04 2.753033596713653098e-03
8.676718631008510420e+04 2.900993116148546658e-03
9.054205856247972406e+04 3.615503538518553914e-03
9.448115949541462760e+04 3.297703443850471487e-03
9.859163400220239419e+04 3.236072245502930912e-03
1.028809378201585205e+05 3.089658162999119311e-03
1.073568510541054857e+05 2.624889789561143504e-03
1.120274922882271785e+05 2.207372876007284487e-03
1.169013333118703304e+05 2.110081149496270594e-03
1.219872144860027474e+05 1.748724476482876704e-03
1.272943607782017789e+05 2.488288779855559428e-03
1.328323984952562314e+05 2.443064851409263404e-03
1.386113727437329653e+05 1.870605771920663685e-03
1.446417656501793244e+05 2.236136462106037576e-03
1.509345153740085370e+05 1.632508972718387571e-03
1.575010359475556761e+05 2.063619055409429692e-03
1.643532379792899883e+05 1.397657594728358424e-03
1.715035502577361767e+05 1.576199912978512368e-03
1.789649422952906461e+05 1.823776703425518831e-03
1.867509478528242907e+05 1.538741151907894837e-03
1.948756894877398154e+05 1.447502422323981158e-03
2.033539041700111702e+05 1.153276260293061581e-03
2.122009700126690441e+05 1.100607864160247891e-03
2.214329341652157309e+05 1.003345335708227381e-03
2.310665419205641083e+05 9.430990914585196628e-04
2.411192670882964449e+05 1.109382048051225445e-03
2.516093436893345497e+05 1.054101917766536375e-03
2.625557990295107011e+05 9.496913930865596249e-04
2.739784882120293914e+05 8.114949485033671637e-04
2.858981301514200168e+05 7.557496250255418520e-04
2.983363451543037081e+05 5.470357841887875513e-04
3.113156941351395799e+05 5.720277576569130287e-04
3.248597195380828343e+05 6.859121743433871680e-04
3.389929880391783081e+05 6.825858939938115807e-04
3.537411351063454640e+05 6.241031973375547014e-04
3.691309114979797741e+05 6.804733006282707736e-04
3.851902317845114740e+05 5.691199680592884218e-04
4.019482249809301575e+05 5.553767436830602325e-04
4.194352873821160174e+05 5.176925268943970799e-04
4.376831376968135592e+05 4.986773735805548335e-04
4.567248745802495396e+05 5.217689742833040269e-04
4.765950366697513382e+05 5.245168064496296681e-04
4.973296652322599548e+05 4.968609791928328386e-04
5.189663695373723749e+05 4.306271577517019420e-04
5.415443950744859176e+05 3.931045448700116541e-04
5.651046947377803735e+05 3.551560988827823055e-04
5.896900031081594061e+05 3.111327998050930741e-04
6.153449139668828575e+05 2.672562868713206476e-04
6.421159611814880045e+05 2.958752433961318851e-04
6.700517031107150251e+05 3.526035189863313394e-04
6.992028106815317878e+05 2.843468619578846707e-04
7.296221592980173882e+05 2.862265524073304298e-04
7.613649247488108231e+05 2.402876378597658999e-04
7.944886832870859653e+05 2.455949627785812724e-04
8.290535160645822762e+05 2.374802653526505070e-04
8.651221181091159815e+05 2.154716951864709003e-04
9.027599120432425989e+05 2.313750884152507065e-04
9.420351667503338540e+05 2.045067877231764790e-04
9.830191212033140473e+05 2.040525519260440971e-04
1.025786113680658164e+06 2.013329269274614117e-04
1.070413716604031390e+06 1.895626102266536033e-04
1.116982877242140938e+06 1.619227560589903700e-04
1.165578064536016202e+06 1.708385982761835380e-04
1.216287422312036389e+06 1.812245883951317559e-04
1.269202929160604253e+06 1.670581575433516134e-04
1.324420565270459978e+06 1.576833674212880707e-04
1.382040486521255691e+06 1.540009640077934347e-04
1.442167206150155980e+06 1.458481399177436681e-04
1.504909784321977990e+06 1.116381090311126744e-04
1.570382025946733309e+06 1.290138070680582779e-04
1.638702687103363918e+06 1.229026469713369741e-04
1.709995690444097621e+06 1.174606910852391960e-04
1.784390349970143754e+06 1.110435592552788740e-04
1.862021605586416787e+06 1.176736950787066243e-04
1.943030267860745313e+06 1.102118494619908122e-04
2.027563273431514623e+06 1.025261601447042745e-04
