# Time-averaged data for fix myavt
# TimeStep c_mymsd[4]
0 1.04332e-32
5000 77.9242
10000 162.019
15000 255.915
20000 347.314
25000 449.763
30000 555.262
35000 666.923
40000 788.592
45000 912.2
50000 1045.4
55000 1175.12
60000 1313.9
65000 1456.92
70000 1600.51
75000 1755.33
80000 1917.06
85000 2087.89
90000 2265.28
95000 2439.98
100000 2626.86
105000 2823.31
110000 3015.14
115000 3226.9
120000 3425.77
125000 3636.23
130000 3853.39
135000 4074.67
140000 4299.17
145000 4527.92
150000 4772.81
155000 5015.09
160000 5260.1
165000 5517.93
170000 5786.47
175000 6056.2
180000 6332
185000 6596.76
190000 6878.28
195000 7171.14
200000 7469.43
205000 7770.12
210000 8089
215000 8397.21
220000 8721.39
225000 9050.07
230000 9372.5
235000 9699.16
240000 10040.6
245000 10388.2
250000 10742.9
255000 11096.6
260000 11459
265000 11821.8
270000 12191
275000 12570.2
280000 12956.3
285000 13352.4
290000 13753.1
295000 14156.5
300000 14561.4
305000 14975.8
310000 15406
315000 15831.3
320000 16269.7
325000 16704.4
330000 17142.7
335000 17593.4
340000 18048.2
345000 18491.8
350000 18956.8
355000 19421.5
360000 19905.8
365000 20391.5
370000 20873.2
375000 21369.2
380000 21858
385000 22363.2
390000 22870.1
395000 23389.4
400000 23903.8
405000 24433.3
410000 24971.7
415000 25504.7
420000 26057.6
425000 26605.8
430000 27149.5
435000 27708
440000 28284.6
445000 28857.7
450000 29440.1
455000 30024.9
460000 30615.2
465000 31202.2
470000 31801.9
475000 32384.5
480000 32995.5
485000 33623.6
490000 34234.5
495000 34856.2
500000 35476.2
505000 36112.5
510000 36758.7
