4.402668768255080977e+03 1.129000719619647521e-02
8.702291228692711229e+03 1.009982726448070169e-02
1.276695311178296106e+04 9.238212148329118939e-03
1.720090168377494410e+04 8.479063303170131585e-03
2.128263827136110558e+04 7.793008874342643132e-03
2.633296208052036673e+04 7.247691691525524893e-03
2.992156217165216367e+04 6.730099982893175507e-03
3.399920905420426425e+04 6.241377191548815213e-03
3.863254898524766031e+04 5.859658899338739124e-03
4.389731063208368141e+04 5.476409773541648929e-03
4.779996890100366727e+04 5.138307793038857617e-03
5.204959014657664375e+04 4.827958031820913341e-03
5.667702085826511029e+04 4.527783500572218726e-03
5.914279763961255958e+04 4.262063168190060800e-03
6.440084477124233672e+04 4.009812476498903454e-03
7.012635473421998904e+04 3.774533669904772768e-03
7.317725498701544711e+04 3.575449607757532743e-03
7.636088696938366047e+04 3.390005791850389267e-03
8.314969572923782107e+04 3.200915502335305220e-03
8.676718631008510420e+04 3.037474663067912719e-03
9.054205856247972406e+04 2.886934093873297011e-03
9.448115949541462760e+04 2.741490641836743982e-03
9.859163400220239419e+04 2.618921330203586879e-03
1.028809378201585205e+05 2.498762543259289409e-03
1.073568510541054857e+05 2.378596959295268404e-03
1.120274922882271785e+05 2.276995185386094470e-03
1.169013333118703304e+05 2.157312394403287144e-03
1.219872144860027474e+05 2.075634360071419975e-03
1.272943607782017789e+05 1.957978036239645808e-03
1.328323984952562314e+05 1.834695410551561183e-03
1.386113727437329653e+05 1.760846027231990907e-03
1.446417656501793244e+05 1.671250031123254140e-03
1.509345153740085370e+05 1.576269797508919731e-03
1.575010359475556761e+05 1.491600123557175819e-03
1.643532379792899883e+05 1.417617811992377989e-03
1.715035502577361767e+05 1.346159544221486003e-03
1.789649422952906461e+05 1.257180770912943611e-03
1.867509478528242907e+05 1.177064323096832727e-03
1.948756894877398154e+05 1.110747069502489737e-03
2.033539041700111702e+05 1.054073495931624749e-03
2.122009700126690441e+05 9.950942573346654822e-04
2.214329341652157309e+05 9.446075816440585235e-04
2.310665419205641083e+05 8.934168798231792224e-04
2.411192670882964449e+05 8.408111687179324308e-04
2.516093436893345497e+05 7.912782092871380440e-04
2.625557990295107011e+05 7.503589046398273640e-04
2.739784882120293914e+05 7.088795046042255243e-04
2.858981301514200168e+05 6.751851508839382858e-04
2.983363451543037081e+05 6.351261048777374256e-04
3.113156941351395799e+05 5.984767153115601139e-04
3.248597195380828343e+05 5.674111182788162989e-04
3.389929880391783081e+05 5.360217789273365001e-04
3.537411351063454640e+05 5.052566557179343117e-04
3.691309114979797741e+05 4.789072331233863050e-04
3.851902317845114740e+05 4.496495087651471894e-04
4.019482249809301575e+05 4.260738719967214236e-04
4.194352873821160174e+05 4.052277575802942615e-04
4.376831376968135592e+05 3.861716232374438440e-04
4.567248745802495396e+05 3.652676417254093139e-04
4.765950366697513382e+05 3.476717107358055759e-04
4.973296652322599548e+05 3.309275606399371015e-04
5.189663695373723749e+05 3.137829218362181167e-04
5.415443950744859176e+05 2.994381947729068570e-04
5.651046947377803735e+05 2.868198176595353546e-04
5.896900031081594061e+05 2.744603550107465738e-04
6.153449139668828575e+05 2.620962848936677584e-04
6.421159611814880045e+05 2.507901904619690343e-04
6.700517031107150251e+05 2.400825080672549844e-04
6.992028106815317878e+05 2.308660916105913544e-04
7.296221592980173882e+05 2.210249841185752361e-04
7.613649247488108231e+05 2.121134279392397019e-04
7.944886832870859653e+05 2.038176317765962790e-04
8.290535160645822762e+05 1.964116482812688501e-04
8.651221181091159815e+05 1.894376228958798234e-04
9.027599120432425989e+05 1.830667319022282347e-04
9.420351667503338540e+05 1.769966161173343810e-04
9.830191212033140473e+05 1.707099715423076312e-04
1.025786113680658164e+06 1.652088694681237680e-04
1.070413716604031390e+06 1.600399756233955519e-04
1.116982877242140938e+06 1.554666465286480201e-04
1.165578064536016202e+06 1.508577133219372532e-04
1.216287422312036389e+06 1.464620292261997021e-04
1.269202929160604253e+06 1.424313361582711060e-04
1.324420565270459978e+06 1.389358639417752675e-04
1.382040486521255691e+06 1.354263335115626736e-04
1.442167206150155980e+06 1.317242426672779834e-04
1.504909784321977990e+06 1.287529571519892486e-04
1.570382025946733309e+06 1.256941190067350014e-04
1.638702687103363918e+06 1.229211320147233829e-04
1.709995690444097621e+06 1.202793415766443072e-04
1.784390349970143754e+06 1.178303832764784822e-04
1.862021605586416787e+06 1.155568979923435194e-04
1.943030267860745313e+06 1.131764258032556532e-04
2.027563273431514623e+06 1.110563677996224253e-04
2.115773951527012512e+06 1.091129824514296934e-04
2.207822302079902031e+06 1.073371385501124017e-04
2.303875285941275768e+06 1.055033564502464447e-04
2.404107127720690332e+06 1.037078493793116646e-04
2.508699631801488344e+06 1.021147538209138714e-04
2.617842512104606722e+06 1.006560415845767040e-04
2.731733736199009698e+06 9.924552226070239302e-05
2.850579884382903110e+06 9.783158870054889974e-05
2.974596524387058336e+06 9.653134247964161203e-05
3.104008602379877120e+06 9.529118951083139107e-05
3.239050850983437151e+06 9.413653244039101985e-05
3.379968215040580370e+06 9.298433458007542636e-05
3.527016295905329287e+06 9.192731299103127512e-05
3.680461815062484704e+06 9.089730354241766259e-05
3.840583097917342093e+06 8.993512567292162574e-05
4.007670578633065801e+06 8.902800633663479157e-05
4.182027326931377407e+06 8.814585049006010945e-05
4.363969597812118940e+06 8.734589474657484338e-05
4.553827405188770033e+06 8.660971095627555138e-05
4.751945120480441488e+06 8.590879433875253483e-05
4.958682097246030346e+06 8.529517689113876987e-05
5.174413322993571870e+06 8.478526242254016878e-05
5.399530099347066134e+06 8.430947056497101752e-05
5.634440751804464497e+06 8.386468086800110777e-05
5.879571370374217629e+06 8.349890702176804226e-05
6.135366582433775999e+06 8.315243107437940483e-05
6.402290359211891890e+06 8.285415290915277729e-05
6.680826857357543893e+06 8.260122553751495129e-05
6.971481297121950425e+06 8.235660169074530534e-05
7.274780878746563569e+06 8.213563601436331245e-05
7.591275738719213754e+06 8.193141862753351593e-05
7.921539947632909752e+06 8.175368858287131982e-05
8.266172551457234658e+06 8.157882204667127736e-05
8.625798658111047000e+06 8.142410572863832642e-05
9.001070571307353675e+06 8.128511287849906068e-05
9.392668973726961762e+06 8.116463037589419509e-05
9.801304161666996777e+06 8.106674627494403517e-05
1.022771733340373263e+07 8.098757948352303148e-05
1.067268193360666372e+07 8.091915459791800642e-05
1.113700505624227971e+07 8.087902908443244949e-05
1.162152890851223655e+07 8.085826045322934104e-05
1.212713233848131076e+07 8.084683812625643106e-05
1.265473242916593328e+07 8.084301909609654209e-05
1.320528616197475046e+07 8.084883020130816729e-05
1.377979215251847915e+07 8.085991665267368051e-05
1.437929246193742193e+07 8.087487397451775513e-05
1.500487448703214899e+07 8.089244264439131229e-05
1.565767293262583762e+07 8.091556036009189899e-05
1.633887186973565444e+07 8.094306037970680967e-05
1.704970688328647614e+07 8.097226403565966572e-05
1.779146731326251104e+07 8.100437018125610379e-05
1.856549859336193278e+07 8.103912835729038065e-05
1.937320469139645249e+07 8.107697850044383271e-05
2.021605065586232394e+07 8.111845505095322244e-05
2.109556527330185100e+07 8.116064341160414896e-05
