# Time-averaged data for fix myavt
# TimeStep c_mymsd[4]
0 7.66516e-33
5000 159.106
10000 324.067
15000 490.957
20000 666.345
25000 829.415
30000 999.045
35000 1173.4
40000 1347.48
45000 1520.58
50000 1700.91
55000 1871.9
60000 2063.32
65000 2237.86
70000 2431.42
75000 2622.75
80000 2819.83
85000 3020.47
90000 3215.83
95000 3417.86
100000 3621.72
105000 3819.79
110000 4019.18
115000 4225.05
120000 4434.86
125000 4653.66
130000 4854.02
135000 5061.07
140000 5280.54
145000 5506.7
150000 5737.82
155000 5952.39
160000 6185.69
165000 6409.64
170000 6664.97
175000 6889.39
180000 7121.61
185000 7366.19
190000 7604.06
195000 7840.29
200000 8085.97
205000 8331.43
210000 8584.44
215000 8834.88
220000 9090.23
225000 9361.14
230000 9623.86
235000 9911.05
240000 10181
245000 10444.1
250000 10720.3
255000 10991.9
260000 11251.7
265000 11526.6
270000 11810.2
275000 12086.8
280000 12363.7
285000 12648.4
290000 12938.4
295000 13234.9
300000 13541.9
305000 13826.4
310000 14120.8
315000 14420.9
320000 14708.2
325000 15012.4
330000 15309.6
335000 15609
340000 15911.5
345000 16226.5
350000 16516.6
355000 16834.5
360000 17169.7
365000 17483.8
370000 17797
375000 18121
380000 18443.1
385000 18773.4
390000 19124.6
395000 19482.7
400000 19813.9
405000 20183.9
410000 20523.5
415000 20855.5
420000 21222.2
425000 21556.3
430000 21878.4
435000 22226
440000 22574.9
445000 22911.4
450000 23276.3
455000 23626
460000 23992.8
465000 24353.1
470000 24711
475000 25051.7
480000 25433
485000 25808.4
490000 26207.2
495000 26577.6
500000 26965.3
505000 27321.4
510000 27723.2
